ID,Text
30,"Serum Neurofilament Light is Elevated in COVID-19 Positive Adults in the ICU and is Associated with Co-Morbid Cardiovascular Disease, Neurological Complications, and Acuity of Illness"
31,Wastewater-based estimation of the effective reproductive number of SARS-CoV-2
32,Overdose deaths far outpace COVID-19 deaths in San Francisco
33,The Great Deceiver: miR-2392's Hidden Role in Driving SARS-CoV-2 Infection
34,"Asymptomatic Cases, the Hidden Challenge in Predicting COVID-19 Caseload Increases"
35,Apologetic Nurse Informs Man Having Heart Attack There's About An Hour Wait Until Next Covid Patient Dies
36,Longitudinal analysis shows durable and broad immune memory after SARS-CoV-2 infection with persisting antibody responses and memory B and T cells
37,"A man is facing a $7,300 fine for wrestling with a bear at a Polish zoo and breaking COVID-19 rules by not wearing a face mask"
38,Mathematical modeling suggests pre-existing immunity to SARS-CoV-2
39,Iran official to students: Burn flags at home this year due to COVID-19
40,EMA starts rolling review of COVID-19 Vaccine (Vero Cell) Inactivated
41,Why Dippin' Dots Might Have a Place in the COVID-19 Vaccine Distribution Plan
42,SARS-CoV-2 spike protein induces brain pericyte immunoreactivity in absence of productive viral infection
43,Missouri lawmakers cancel COVID-19 special session after members contract virus
44,Nearly all Fox staffers vaccinated for Covid even as hosts cast doubt on vaccine
45,"Hypoxia reduces cell attachment of SARS-CoV-2 spike protein by modulating the expression of ACE2, neuropilin-1, syndecan-1 and cellular heparan sulfate"
46,"In alarming move, CDC says people exposed to COVID-19 do not need testing"
47,"Amid reports of insider trading by senators during the pandemic, a leaked memo reveals that the vice president had the opportunity as well, but refused to profit even as he contracted the virus himself . Sick Pence none the richer"
48,Police on-scene at Vail elementary school after group threatens to zip-tie principal over COVID-19 protocols
49,Real World Effectiveness of COVID-19 mRNA Vaccines against Hospitalizations and Deaths in the United States
50,Association of Calcitriol Supplementation with Reduced COVID-19 Mortality in Patients with Chronic Kidney Disease: A Population-based Study
51,SARS-CoV-2–related MIS-C: A key to the viral and genetic causes of Kawasaki disease?
52,An evolutionary portrait of the progenitor SARS-CoV-2 and its dominant offshoots in COVID-19 pandemic
53,"Balloons, Confetti Fall Onto Grieving Family As Grandmother Becomes 500,000th Covid Death"
54,COVID-19-related anosmia is associated with viral persistence and inflammation in human olfactory epithelium and brain infection in hamsters
55,ORF3a mutation associated with higher mortality rate in SARS-CoV-2 infection
56,Pyridostigmine in adults with severe SARS-CoV-2 infection: the PISCO trial
57,Signaling through Fc?RIIA and the C5a-C5aR pathway mediates platelet hyperactivation in COVID-19
58,Evidence for SARS-CoV-2 Spike Protein in the Urine of COVID-19 patients
59,Mouse Adapted SARS-CoV-2 protects animals from lethal SARS-CoV challenge
60,Inhibition of acid sphingomyelinase by ambroxol prevents SARS-CoV-2 entry into epithelial cells
61,Poor numerical literacy linked to greater susceptibility to Covid-19 fake news
62,COVID-19 vaccine-associated cerebral venous thrombosis in Germany: a descriptive study
63,Severe Acute Respiratory Syndrome Coronavirus 2–Induced Immune Activation and Death of Monocyte-Derived Human Macrophages and Dendritic Cells
64,Rapid characterization of spike variants via mammalian cell surface display
65,Impact of vaccination on household transmission of SARS-COV-2 in England
66,Endomembrane targeting of human OAS1 p46 augments antiviral activity
67,Neuropilin-1 Assists SARS-CoV-2 Infection by Stimulating the Separation of Spike Protein Domains S1 and S2
68,Spike Protein of SARS-CoV-2 Activates Macrophages and Contributes to Induction of Acute Lung Inflammations in Mice
69,A novel highly potent inhibitor of TMPRSS2-like proteases blocks SARS-CoV-2 variants of concern and is broadly protective against infection and mortality in mice
70,Hospital CEO says he had Covid and doesn't need a mask. His staff are appalled.
71,Mechanical transmission of SARS-CoV-2 by house flies
72,Resilient Fc-Effector Functions Across SARS-CoV-2 Variants of Concern Following mRNA-1273 Vaccination
73,Recombination patterns in coronaviruses
74,U.S. Vows To Invade Next Country That Asks For Covid Vaccine IP
75,Systematic Functional Analysis of SARS-CoV-2 Proteins Uncovers Viral Innate Immune Antagonists and Remaining Vulnerabilities
76,Mich. county officials used federal Covid relief money for bonuses
77,Resurgence of SARS-CoV-2: detection by community viral surveillance
78,Rate of thrombosis in children and adolescents hospitalized with COVID-19 or MIS-C
79,"Original antigenic sin responses to heterologous Betacoronavirus spike proteins are observed in mice following intramuscular administration, but are not apparent in children following SARS-CoV-2 infection"
80,Household transmission of SARS-CoV-2 from humans to dogs in Washington and Idaho: burden and risk factors
81,Unexpected tumor reduction in metastatic colorectal cancer patients during SARS-Cov-2 infection
82,Immune Correlates of Protection by mRNA-1273 Immunization against SARS-CoV-2 Infection in Nonhuman Primates
83,Kinetics and correlates of the neutralizing antibody response to SARS-CoV-2 infection in humans
84,Hospital ICUs At Capacity With Reporters Covering Anti-Vaxxers Dying From Covid
85,Multifactorial SARS-CoV-2 seroprofiling dissects interdependencies with human coronaviruses and predicts neutralization activity
86,The furin cleavage site in the SARS-CoV-2 spike protein is required for transmission in ferrets
87,Elevated blood glucose levels as a primary risk factor for the severity of COVID-19
88,"Time-dependent heterogeneity leads to transient suppression of the COVID-19 epidemic, not herd immunity"
89,Highly-transmissible Variants of SARS-CoV-2 May Be More Susceptible to Drug Therapy Than Wild Type Strains
90,COVID-19 Challenge Study (COV-CHIM 01)
91,Brazil Rejects the Gamaleya Vaccine
92,Aerosol Exposure of Cynomolgus Macaques to SARS-CoV-2 Results in More Severe Pathology than Existing Models
93,COVID-19 vaccine breakthrough case investigation
94,SARS-CoV-2 Spike Protein Elicits Cell Signaling in Human Host Cells: Implications for Possible Consequences of COVID-19 Vaccines
95,Evidence For Biological Age Acceleration And Telomere 2 Shortening In COVID-19 Survivors
96,"Come back Monday, OK?' Hundreds of prisoners escape in Brazil amid Covid-19 anger"
97,Adapt or perish: SARS-CoV-2 antibody escape variants defined by deletions in the Spike N-terminal Domain
98,Impaired T-cell and antibody immunity after COVID-19 infection in chronically immunosuppressed transplant recipients
99,Nucleic acid delivery of immune-focused SARS-CoV-2 nanoparticles drive rapid and potent immunogenicity capable of single-dose protection
100,Houston man shot 6 times last week still waiting for surgery at hospital overwhelmed by COVID-19
101,Woman dead 6 months receives letter saying she is COVID-19 positive
102,The Association Between Alpha-1 Adrenergic Receptor Antagonists and In-Hospital Mortality from COVID-19
103,N440K variant of SARS-CoV-2 has Higher Infectious Fitness
104,"Individual and social determinants of SARS-CoV-2 testing and positivity in Ontario, Canada: a population-wide study"
105,Familial hypercholesterolaemia and COVID-19: A two-hit scenario for endothelial dysfunction amenable to treatment
106,Biological and Clinical Consequences of Integrin Binding via a Rogue RGD Motif in the SARS CoV-2 Spike Protein
107,Previously infected vaccinees broadly neutralize SARS-CoV-2 variants
108,A synthetic peptide CTL vaccine targeting nucleocapsid confers protection from SARS-CoV-2 challenge in rhesus macaques
109,Police hunt for 'COVID hug' man who grabbed strangers at Walmart
110,One million coronavirus sequences: popular genome site hits mega milestone
111,Marinomed Biotech AG announces positive data demonstrating Carragelose efficacy against SARS-CoV-2 variants
112,Comparative Analysis of Emerging B.1.1.7+E484K SARS-CoV-2 isolates from Pennsylvania
113,"COVID-19 vaccine coverage in health-care workers in England and effectiveness of BNT162b2 mRNA vaccine against infection (SIREN): a prospective, multicentre, cohort study"
114,Single?cell analyses reveal SARS?CoV?2 interference with intrinsic immune response in the human gut
115,Taliban Says it Can Stop Fighting in COVID-19 Areas
116,Anticipation of COVID-19 Vaccines Reduces Social Distancing
117,Fact check: Nurse fainting after COVID-19 vaccine not evidence of potential mass genocide
118,Review of the Emerging Evidence Demonstrating the Efficacy of Ivermectin in the Prophylaxis and Treatment of COVID-19
119,The impact of SARS-CoV-2 vaccines on antibody responses in the general population in the United Kingdom
120,Learning loss due to school closures during the COVID-19 pandemic
121,Inferring Risks of Coronavirus Transmission from Community Household Data
122,Estimating the early impact of immunization against COVID-19 on deaths among elderly people in Brazil: analyses of secondary data on vaccine coverage and mortality.
123,SARS-CoV-2 can recruit a haem metabolite to evade antibody immunity
124,COVID-19-associated coagulopathy and antithrombotic agents—lessons after 1 year
125,Divergent and self-reactive immune responses in the CNS of COVID-19 patients with neurological symptoms
126,Woman who refused to check in at Canberra store says she is exempt from COVID-19 rules because she is a 'sovereign state'
127,Persistence of SARS-CoV-2 in the first trimester placenta leading to transplacental transmission and fetal demise from an asymptomatic mother
128,6-Month Follow Up of 8679 Hospitalized COVID-19 Patients in Germany: A Nationwide Cohort Study
129,CCR2-dependent monocyte-derived cells restrict SARS-CoV-2 infection
130,SARS-CoV-2 virus transfers to skin through contact with contaminated solids
131,Amino acids 484 and 494 of SARS-CoV-2 spike are hotspots of immune evasion affecting antibody but not ACE2 binding
132,Do preservative and stray proteins cause rare COVID-19 vaccine side effect?
133,The incubation period of COVID-19: A meta-analysis
134,Statin Use Is Associated with a Decreased Risk of Mortality among Patients with COVID-19
135,The Gamaleya Center statement on increasing the interval between first and second Sputnik V vaccine shots
136,A guideline to limit indoor airborne transmission of COVID-19
137,High-risk activity': Ardern advises against sex with Covid patients during hospital visits
138,Maternal and Neonatal Morbidity and Mortality Among Pregnant Women With and Without COVID-19 Infection
139,Interim findings from first-dose mass COVID-19 vaccination roll-out and COVID-19 hospital admissions in Scotland: a national prospective cohort study
140,Effects of BNT162b2 mRNA vaccine on Covid-19 infection and hospitalisation among older people: matched case control study for England
141,Ovarian follicular function is not altered by SARS-Cov-2 infection or BNT162b2 mRNA Covid-19 vaccination
142,Persistent neuropsychiatric symptoms after COVID-19: a systematic review and meta-analysis.
143,Frequency of neurological manifestations in COVID-19: a systematic review and meta-analysis of 350 studies
144,"Covid-19: Infections fell by 65% after first dose of AstraZeneca or Pfizer vaccine, data show"
145,Efficacy of the TMPRSS2 inhibitor camostat mesilate in patients hospitalized with Covid-19-a double-blind randomized controlled trial.
146,Prolonged activation of nasal immune cell populations and development of tissue-resident SARS-CoV-2 specific CD8 T cell responses following COVID-19
147,High resolution profiling of pathways of escape for SARS-CoV-2 spike-binding antibodies
148,Texas A&M Lab Identifies New COVID-19 Variant; Genome Suggests Potential Resistance To Antibodies
149,Can COVID-19 induce glioma tumorogenesis through binding cell receptors?
150,Resolutive results with oral corticosteroids for patients with COVID-19 in pulmonary inflammatory phase. Successful outpatient experience during the collapse of Belem do Para Health System - Brazil.
151,The Efficacy of Famotidine in improvement of outcomes in Hospitalized COVID-19 Patients: A phase III randomised clinical trial
152,Pre-pandemic SARS-CoV-2 potential natural immunity among population of the Democratic Republic of Congo
153,McDonald's Offers Free COVID-19 Vaccines at Some of Their California Stores
154,Evidence Assessment: Sinovac/CoronaVac COVID-19 vaccine
155,The SARS-CoV-2 spike protein alters barrier function in 2D static and 3D microfluidic in-vitro models of the human blood–brain barrier
156,Decreased In-Hospital Mortality Associated with Aspirin Administration in Hospitalized Patients Due to Severe COVID-19
157,Antarctica is still free of COVID-19. Can it stay that way?
158,COVID-19: Direct and Indirect Mechanisms of Statins
159,COVID-19 pathophysiology may be driven by an imbalance in the renin-angiotensin-aldosterone system
160,SARS-CoV-2 natural antibody response persists up to 12 months in a nationwide study from the Faroe Islands
161,"Antibodies for COVID-19 – which, when and how long?"
162,High-dimensional characterization of post-acute sequalae of COVID-19
163,Effectiveness of the BNT162b2 vaccine in preventing COVID-19 in the working age population - first results from a cohort study in Southern Sweden
164,"Florida's first-come, first-serve Covid-19 vaccination plan for the elderly leads to crowding at vaccination sites"
165,"Valneva Initiates Phase 3 Clinical Trial for its Inactivated, Adjuvanted COVID-19 Vaccine Candidate, VLA2001"
166,Stimulation of vascular organoids with SARS-CoV-2 antigens increases endothelial permeability and regulates vasculopathy
167,"Conspiracy theorists share schematic for ""5G chip"" they claim is implanted in COVID-19 vaccines – only it's actually for the Boss Metal Zone"
168,COVID-19 tissue atlases reveal SARS-CoV-2 pathology and cellular targets
169,Bird-watching soars amid COVID-19 as Americans head outdoors
170,Viral genomes reveal patterns of the SARS-CoV-2 outbreak in Washington State
171,"Convergent evolution of SARS-CoV-2 spike mutations, L452R, E484Q and P681R, in the second wave of COVID-19 in Maharashtra, India"
172,"Platelet Activation by Vaccine-Induced Immune Thrombotic Thrombocytopenia (VITT) Patient Serum is Blocked by COX, P2Y12 and Kinase Inhibitors"
173,"New Jersey governor pleads with Covid-fatigued residents to choose inconvenience over death: ""You know what's really uncomfortable and annoying? When you die."""
174,Longitudinal analysis of humoral immunity against SARS-CoV-2 Spike in convalescent individuals up to eight months post-symptom onset
175,Highly functional Cellular Immunity in SARS-CoV-2 Non-Seroconvertors is associated with immune protection
176,"Prevalent, protective, and convergent IgG recognition of SARS-CoV-2 non-RBD spike epitopes"
177,Intestinal Host Response to SARS-CoV-2 Infection and COVID-19 Outcomes in Patients With Gastrointestinal Symptoms
178,Esports-Themed Restaurant Owner To Spend Whole Life Thinking It Went Under Because Of Covid
179,Elevated biomarker for blood vessel damage found in all children with SARS-CoV-2
180,"So-called 'fight club' at McGill University really happened, and students say COVID life is to blame"
181,French Doctor Suggests Smoking May Protect Against COVID-19 Infection
182,The SARS-CoV-2 RNA interactome
183,Interleukin-6 Receptor Antagonists in Critically Ill Patients with Covid-19
184,SARS-CoV-2 antibody-positivity protects against reinfection for at least seven months with 95% efficacy
185,Immunogenetics of resistance to SARS-CoV-2 infection in discordant couples
186,Estimating the false positive rate of highly automated SARS-CoV-2 nucleic acid amplification testing
187,"Socioeconomic status determines COVID-19 incidence and related mortality in Santiago, Chile"
188,Determination of the effectiveness of Chlorine Dioxide in the treatment of COVID-19
189,GP73 is a glucogenic hormone regulating SARS-CoV-2-induced hyperglycemia
190,Effectiveness of portable air filtration on reducing indoor aerosol counts: preclinical observational trials
191,Anti-SARS-CoV-2 antibody levels are concordant across multiple platforms but are not fully predictive of sterilizing immunity
192,Protective heterologous T cell immunity in COVID-19 induced by MMR and Tdap vaccine antigens
193,"The effect of respiratory activity, non?invasive respiratory support and facemasks on aerosol generation and its relevance to COVID?19"
194,West Virginia To Give Away Guns As Covid-19 Vaccine Incentive
195,How SARS-CoV-2 first adapted in humans
196,"No thank you, Dr. Fauci.' Lt. Gov. Patrick says he won't listen to nation's top COVID-19 expert"
197,"Clinical Trends Among U.S. Adults Hospitalized with COVID-19, March-December 2020"
198,Pfizer and BioNTech Submit Request to Expand Conditional Marketing Authorization of COMIRNATY® in the EU to Adolescents
199,The SARS-CoV-2 and other human coronavirus spike proteins are fine-tuned towards temperature and proteases of the human airways
200,A systematic review on Multisystem Inflammatory Syndrome in Children (MIS-C) with COVID-19: Development of a scoring system for clinical diagnosis
201,Protection of previous SARS-CoV-2 infection is similar to that of BNT162b2 vaccine protection: A three-month nationwide experience from Israel
202,Broad cross-reactivity across sarbecoviruses exhibited by a subset of COVID-19 donor-derived neutralizing antibodies
203,Efficacy of a nasal spray containing Iota-Carrageenan in the prophylaxis of COVID19 in hospital personnel dedicated to patients care with COVID-19 disease
204,Humility and Acceptance: Working Within Our Limits With Long COVID and Myalgic Encephalomyelitis/Chronic Fatigue Syndrome
205,An Immuno-Cardiac Model for Macrophage-Mediated Inflammation in COVID-19 Hearts
206,South Carolina Protecting Voters From Covid-19 By Erecting Plexiglass Barrier Around Entire Urban Polling Place
207,SARS-CoV-2 sculpts the immune system to induce sustained virus-specific naïve-like and memory B cell responses
208,"Effectiveness of Pfizer-BioNTech and Moderna Vaccines Against COVID-19 Among Hospitalized Adults Aged ?65 Years — United States, January–March 2021"
209,Impact of vaccination on SARS-CoV-2 cases in the community: a population-based study using the UK's COVID-19 Infection Survey
210,SARS-CoV-2 requires cholesterol for viral entry and pathological syncytia formation
211,Cerebral venous sinus thrombosis (CVST) is not significantly linked to COVID-19 vaccines or non-COVID vaccines in a large multi-state US health system
212,Rapid induction of antigen-specific CD4+ T cells guides coordinated humoral and cellular immune responses to SARS-CoV-2 mRNA vaccination
213,A rare clotting disorder may cloud the world's hopes for AstraZeneca's COVID-19 vaccine
214,SARS-CoV-2 spike protein dictates syncytium-mediated lymphocyte elimination
215,Fluoxetine as an anti-inflammatory therapy in SARS-CoV-2 infection
216,Vlad the vaccinator: Dracula's castle lures visitors with COVID-19 jabs
217,Patient symptoms and experience following COVID-19: results from a UK wide survey
218,Moderna Announces Additional Investments to Increase Global Supply for COVID-19 Vaccine to up to 3 Billion Doses in 2022
219,Inhibiting LSD1 suppresses coronavirus-induced inflammation but spares innate antiviral activity
220,Doubts grow about inflatable Christmas tree's role in hospital's COVID outbreak
221,World's last Blockbuster adjusts to COVID-19
222,Washington man gets stunning souvenir with COVID-19 treatment: a $1.1 million bill
223,"Government to launch 40,000 person daily contact testing study"
224,Non-neutralizing secretory IgA and T cells targeting SARS-CoV-2 spike protein are transferred to the breastmilk upon BNT162b2 vaccination
225,"The herbal combination of Sugarcane, Black Myrobalan, and mastic as a supplementary treatment for COVID-19: a randomized clinical trial"
226,Use of U.S. Blood Donors for National Serosurveillance of SARS-CoV-2 Antibodies: Basis for an Expanded National Donor Serosurveillance Program.
227,Elderly woman in Spain eaten by her cats after she died supposedly from COVID-19
228,"Antibody response after COVID-19 mRNA vaccination in relation to age, sex, and side effects"
229,"Tocilizumab in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial"
230,"America is facing a monkey shortage as demand skyrockets for COVID-19 research, experts say"
231,Nucleocapsid vaccine elicits spike-independent SARS-CoV-2 protective immunity
232,Previous COVID-19 infection but not Long-COVID is associated with increased adverse events following BNT162b2/Pfizer vaccination
233,Randomized placebo-controlled pilot clinical trial on the efficacy of ayurvedic treatment regime on COVID-19 positive patients
234,Fatal cytokine release syndrome by an aberrant FLIP/STAT3 axis
235,Discrete immune response signature to SARS-CoV-2 mRNA vaccination versus infection
236,Allelic variation in Class I HLA determines pre-existing memory responses to SARS-CoV-2 that shape the CD8+ T cell repertoire upon viral exposure
237,Houston doctor who went viral for touting hydroxychloroquine as COVID-19 cure offers to treat WH staffers with drug
238,"US Case Reports of Cerebral Venous Sinus Thrombosis With Thrombocytopenia After Ad26.COV2.S Vaccination, March 2 to April 21, 2021"
239,Brazil government aide says COVID-19's toll on elderly will reduce pension deficit as country's outbreak escalates
240,Baby baptized at funeral of unvaccinated mother who died of COVID-19
241,"Real world evidence of calcifediol use and mortality rate of COVID-19 hospitalized in a large cohort of 16,401 Andalusian patients"
242,Fact check: RFID microchips will not be injected with the COVID-19 vaccine
243,Convergent antibody responses to the SARS-CoV-2 spike protein in convalescent and vaccinated individuals
244,Role of Statins in Coronavirus-Related Disease (COVID-19): A Retrospective Cohort Study in Northern Italy
245,Iota-carrageenan prevents the replication of SARS-CoV-2 on an in vitro respiratory epithelium model
246,Neuropilin-1 may be responsible for retinal findings in patients with COVID-19
247,"Associations between body-mass index and COVID-19 severity in 6·9 million people in England: a prospective, community-based, cohort study"
248,Anvisa does not approve the import of the Sputnik V vaccine
249,"Projections of Hospital-based Healthcare Demand due to COVID-19 in Los Angeles County April 26, 2021 Update"
250,"Ethnic differences in SARS-CoV-2 infection and COVID-19-related hospitalisation, intensive care unit admission, and death in 17 million adults in England: an observational cohort study using the OpenSAFELY platform"
251,Ted Cruz Criticizes Big Bird Getting Covid Vaccine As 'Government Propaganda'
252,"Dietary and Protective Factors to Halt or Mitigate Progression of Autoimmunity, COVID-19 and Its Associated Metabolic Diseases"
253,When You've Been Fully Vaccinated
254,Spike Protein Behavior
255,Tennessee greenlights teachers returning to class even if they've been exposed to COVID-19
256,Nurses say ND's response to COVID-19 'is a dumpster fire'
257,The Influence Of Hla Genotype On The Severity Of Covid?19 Infection
258,FDA and CDC Lift Recommended Pause on Johnson & Johnson (Janssen) COVID-19 Vaccine Use Following Thorough Safety Review
259,"ISARIC4C and CO-CIN: Hospitalised vaccinated patients during the second wave - update April 2021, 22 April 2021"
260,"COVID-19 patients will be 'sent home to die' if deemed too sick, Texas county says"
261,The lockdown effect: A counterfactual for Sweden
262,Russian Vaccine Behavior
263,"Cases, Data, and Surveillance"
264,SARS-CoV-2 and Stroke Characteristics
265,How Italy handled Covid
266,The landscape of circulating platelet aggregates in COVID-19
267,"National Advisory Committee on Immunization: Summary of updated vaccine statement of May 3, 2021"
268,Destanis locks down florida after covid vaccination gets out of hand
269,Man Who Posted 'We Can All Get Through This Together' Kicked Off Social Media For Spreading Covid-19 Hoax
270,SARS-CoV-2 antibodies remain detectable 12 months after infection and antibody magnitude is associated with age and COVID-19 severity
271,Isolation of SARS-CoV-2 from the air in a car driven by a COVID patient with mild illness
272,Neutralization of variant under investigation B.1.617 with sera of BBV152 vaccinees
273,"ACIP Presentation Slides: April 23, 2021 Meeting"
274,Experimental and natural evidence of SARS-CoV-2-infection-induced activation of type I interferon responses
275,Moderna Reports First Quarter Fiscal Year 2021 Financial Results and Provides Business Updates
276,"Packed trains, drinking: Japanese impatient over virus steps"
277,SARS-CoV-2 seroprevalence in Germany - a population based sequential study in five regions
278,"Second-Generation COVID-19 Vaccine Candidate, CV2CoV, Demonstrates High Immunogenicity Against Virus Variants in Preclinical Study"
279,Aerosol generating procedures: are they of relevance for transmission of SARS-CoV-2?
280,Estimated Spike Evolution and Impact of Emerging SARS-CoV-2 Variants
281,Immune profile of children with post-acute sequelae of SARS-CoV-2 infection (Long Covid)
282,"INOVIO Announces Positive Data from Phase 2 Segment of Clinical Trial Evaluating INO-4800, its COVID-19 DNA Vaccine"
283,"China Airlines, Novotel fined for quarantine management issues"
284,Myopathic changes in patients with long-term fatigue after COVID-19
285,Prospective Case-Control Study of Cardiovascular Abnormalities 6 Months Following Mild COVID-19 in Healthcare Workers
286,EU reviews reports of rare nerve disorder after AstraZeneca's COVID-19 shot
287,"Beyond India, a growing number of Asian countries are engulfed by fresh coronavirus waves"
288,Heterologous prime-boost COVID-19 vaccination: initial reactogenicity data
289,Effectiveness of BNT162b2 mRNA vaccine and ChAdOx1 adenovirus vector vaccine on mortality following COVID-19
290,Single dose of BNT162b2 mRNA vaccine against SARS-CoV-2 induces high frequency of neutralising antibody and polyfunctional T-cell responses in patients with myeloproliferative neoplasms
291,A phylogeny-based metric for estimating changes in transmissibility from recurrent mutations in SARS-CoV-2
292,"Column: A COVID vaccine with your tacos? Just a day's work for this Muslim activist [Orange County, CA]"
293,Defiant Florida Officials Announce They Will Ignore Saudi Government Lockdown By Holding Hajj To Mecca
294,Comprehensive mapping of neutralizing antibodies against SARS-CoV-2 variants induced by natural infection or vaccination
295,Neutralizing antibody levels are highly predictive of immune protection from symptomatic SARS-CoV-2 infection
296,Why Ontario had to transfer thousands of Toronto COVID-19 patients to other cities' hospitals
297,"Quarantined migrants in Bihar(Indian state) given condoms, contraceptives upon discharge"
298,Effectiveness of personal protective health behaviour against COVID-19
299,"CV2CoV, an enhanced mRNA-based SARS-CoV-2 vaccine candidate, supports higher protein expression and improved immunogenicity in rats"
300,SARS-CoV-2 Sequence Characteristics of COVID-19 Persistence and Reinfection
301,Universal Rule for Covid 19 and Herd Immunity in the US
302,Characterization of the emerging B.1.621 variant of interest of SARS-CoV-2
303,SARS-CoV-2 infection and reinfection in a seroepidemiological workplace cohort in the United States
304,"Modeling of Future COVID-19 Cases, Hospitalizations, and Deaths, by Vaccination Rates and Nonpharmaceutical Intervention Scenarios — United States, April–September 2021"
305,Infection and vaccine-induced neutralizing antibody responses to the SARS-CoV-2 B.1.617.1 variant
306,"Security guard who shot man 3 times acted in self defense because the victim wasn't wearing a COVID mask, lawyer says"
307,An immunocompetent 169-day prolonged SARS-CoV-2 shedding patient with high neutralizing antibody
308,Ivermectin and the odds of hospitalization due to COVID-19: evidence from a quasi-experimental analysis based on a public intervention in Mexico City
309,SARS-CoV-2 B.1.617 emergence and sensitivity to vaccine-elicited antibodies
310,"Convalescent plasma in patients admitted to hospital with COVID-19 (RECOVERY): a randomised controlled, open-label, platform trial"
311,Structural basis for broad coronavirus neutralization
312,Indian government says 5G doesn't cause COVID-19. Also points out India has no 5G networks
313,CDC says U.S.-bound air travelers can use some self-administered COVID-19 tests
314,"Central obesity, smoking habit, and hypertension are associated with lower antibody titres in response to COVID?19 mRNA vaccine"
315,Serbia begins paying citizens to receive Covid19 vaccine.
316,Brunei Darussalam records 365 days with no local virus transmissions
317,A Novel Approach to Treating COVID-19 Using Nutritional and Oxidative Therapies
318,The Use of Amantadine in the Prevention of Progression and Treatment of COVID-19 Symptoms (COV-PREVENT)
319,"Longitudinal proteomic analysis of plasma from patients with severe COVID-19 reveal patient survival-associated signatures, tissue-specific cell death, and cell-cell interactions"
320,Antibody Responses After a Single Dose of ChAdOx1 nCoV-19 Vaccine in Healthcare Workers Previously Infected with SARS-CoV-2
321,Researchers Tie Severe Immunosuppression to Chronic COVID-19 and Virus Variants
322,Vaccination boosts naturally enhanced neutralizing breadth to SARS-CoV-2 one year after infection
323,The advantages of drug treatment with statins in patients with SARS-CoV-2 infection
324,Neutralization potential of Covishield vaccinated individuals against B.1.617.1
325,3D detectors measure social distancing to help fight COVID-19
326,Altered Cholesterol and Lipid Synthesis Mediates Hyperinflammation in COVID-19
327,Vietnam records another 40 domestic Covid-19 cases
328,Association Between BNT162b2 Vaccination and SARS-CoV-2 Infection Incidence Among Health Care Workers
329,A known Covid-19 positive patient on quarantine dropped their child off at daycare; now the child is symptomatic and waiting for test results
330,Florida dermatologist urges people to stop removing their own moles while in quarantine
